"State","Postcode"
"Sabah","88586"
"Sabah","88590"
"Sabah","88592"
"Sabah","88594"
"Sabah","88596"
"Sabah","88598"
"Sabah","88600"
"Sabah","88602"
"Sabah","88604"
"Sabah","88606"
"Sabah","88608"
"Sabah","88609"
"Sabah","88610"
"Sabah","88612"
"Sabah","88614"
"Sabah","88617"
"Sabah","88618"
"Sabah","88620"
"Sabah","88621"
"Sabah","88622"
"Sabah","88624"
"Sabah","88626"
"Sabah","88628"
"Sabah","88630"
"Sabah","88632"
"Sabah","88634"
"Sabah","88644"
"Sabah","88646"
"Sabah","88648"
"Sabah","88656"
"Sabah","88658"
"Sabah","88660"
"Sabah","88661"
"Sabah","88662"
"Sabah","88670"
"Sabah","88672"
"Sabah","88673"
"Sabah","88675"
"Sabah","88676"
"Sabah","88680"
"Sabah","88690"
"Sabah","88757"
"Sabah","88758"
"Sabah","88759"
"Sabah","88760"
"Sabah","88761"
"Sabah","88762"
"Sabah","88763"
"Sabah","88764"
"Sabah","88765"
"Sabah","88766"
"Sabah","88767"
"Sabah","88768"
"Sabah","88769"
"Sabah","88770"
"Sabah","88771"
"Sabah","88772"
"Sabah","88773"
"Sabah","88774"
"Sabah","88775"
"Sabah","88776"
"Sabah","88777"
"Sabah","88778"
"Sabah","88779"
"Sabah","88780"
"Sabah","88781"
"Sabah","88782"
"Sabah","88783"
"Sabah","88784"
"Sabah","88785"
"Sabah","88786"
"Sabah","88787"
"Sabah","88788"
"Sabah","88789"
"Sabah","88790"
"Sabah","88800"
"Sabah","88801"
"Sabah","88802"
"Sabah","88803"
"Sabah","88804"
"Sabah","88805"
"Sabah","88806"
"Sabah","88807"
"Sabah","88808"
"Sabah","88809"
"Sabah","88810"
"Sabah","88811"
"Sabah","88812"
"Sabah","88813"
"Sabah","88814"
"Sabah","88815"
"Sabah","88816"
"Sabah","88817"
"Sabah","88818"
"Sabah","88819"
"Sabah","88820"
"Sabah","88821"
"Sabah","88822"
"Sabah","88823"
"Sabah","88824"
"Sabah","88825"
"Sabah","88826"
"Sabah","88827"
"Sabah","88828"
"Sabah","88829"
"Sabah","88830"
"Sabah","88831"
"Sabah","88832"
"Sabah","88833"
"Sabah","88834"
"Sabah","88835"
"Sabah","88836"
"Sabah","88837"
"Sabah","88838"
"Sabah","88839"
"Sabah","88840"
"Sabah","88841"
"Sabah","88842"
"Sabah","88843"
"Sabah","88844"
"Sabah","88845"
"Sabah","88846"
"Sabah","88847"
"Sabah","88848"
"Sabah","88849"
"Sabah","88850"
"Sabah","88851"
"Sabah","88852"
"Sabah","88853"
"Sabah","88854"
"Sabah","88855"
"Sabah","88859"
"Sabah","88860"
"Sabah","88861"
"Sabah","88862"
"Sabah","88863"
"Sabah","88865"
"Sabah","88866"
"Sabah","88867"
"Sabah","88868"
"Sabah","88869"
"Sabah","88870"
"Sabah","88871"
"Sabah","88900"
"Sabah","88901"
"Sabah","88902"
"Sabah","88903"
"Sabah","88904"
"Sabah","88905"
"Sabah","88906"
"Sabah","88988"
"Sabah","88990"
"Sabah","88991"
"Sabah","88992"
"Sabah","88993"
"Sabah","88994"
"Sabah","88995"
"Sabah","88996"
"Sabah","88997"
"Sabah","88998"
"Sabah","88999"
"Sabah","89000"
"Sabah","89007"
"Sabah","89008"
"Sabah","89009"
"Sabah","89050"
"Sabah","89057"
"Sabah","89058"
"Sabah","89059"
"Sabah","89100"
"Sabah","89107"
"Sabah","89108"
"Sabah","89109"
"Sabah","89150"
"Sabah","89157"
"Sabah","89158"
"Sabah","89159"
"Sabah","89200"
"Sabah","89207"
"Sabah","89208"
"Sabah","89209"
"Sabah","89250"
"Sabah","89257"
"Sabah","89258"
"Sabah","89259"
"Sabah","89300"
"Sabah","89307"
"Sabah","89308"
"Sabah","89309"
"Sabah","89500"
"Sabah","89507"
"Sabah","89508"
"Sabah","89509"
"Sabah","89600"
"Sabah","89607"
"Sabah","89608"
"Sabah","89609"
"Sabah","89650"
"Sabah","89657"
"Sabah","89658"
"Sabah","89659"
"Sabah","89707"
"Sabah","89708"
"Sabah","89709"
"Sabah","89720"
"Sabah","89727"
"Sabah","89728"
"Sabah","89729"
"Sabah","89740"
"Sabah","89747"
"Sabah","89748"
"Sabah","89749"
"Sabah","89760"
"Sabah","89767"
"Sabah","89768"
"Sabah","89769"
"Sabah","89800"
"Sabah","89807"
"Sabah","89808"
"Sabah","89809"
"Sabah","89850"
"Sabah","89857"
"Sabah","89858"
"Sabah","89859"
"Sabah","89900"
"Sabah","89907"
"Sabah","89908"
"Sabah","89909"
"Sabah","89950"
"Sabah","89957"
"Sabah","89958"
"Sabah","89959"
"Sabah","90000"
"Sabah","90009"
"Sabah","90100"
"Sabah","90107"
"Sabah","90109"
"Sabah","90200"
"Sabah","90300"
"Sabah","90307"
"Sabah","90400"
"Sabah","90700"
"Sabah","90701"
"Sabah","90702"
"Sabah","90703"
"Sabah","90704"
"Sabah","90705"
"Sabah","90706"
"Sabah","90707"
"Sabah","90708"
"Sabah","90709"
"Sabah","90711"
"Sabah","90712"
"Sabah","90713"
"Sabah","90714"
"Sabah","90715"
"Sabah","90716"
"Sabah","90717"
"Sabah","90718"
"Sabah","90719"
"Sabah","90720"
"Sabah","90721"
"Sabah","90722"
"Sabah","90723"
"Sabah","90724"
"Sabah","90725"
"Sabah","90726"
"Sabah","90727"
"Sabah","90728"
"Sabah","90729"
"Sabah","90730"
"Sabah","90731"
"Sabah","90732"
"Sabah","90733"
"Sabah","90734"
"Sabah","90735"
"Sabah","90736"
"Sabah","90737"
"Sabah","90738"
"Sabah","90739"
"Sabah","90740"
"Sabah","90741"
"Sabah","91000"
"Sabah","91007"
"Sabah","91008"
"Sabah","91009"
"Sabah","91010"
"Sabah","91011"
"Sabah","91012"
"Sabah","91013"
"Sabah","91014"
"Sabah","91015"
"Sabah","91016"
"Sabah","91017"
"Sabah","91018"
"Sabah","91019"
"Sabah","91020"
"Sabah","91021"
"Sabah","91022"
"Sabah","91023"
"Sabah","91024"
"Sabah","91025"
"Sabah","91026"
"Sabah","91027"
"Sabah","91028"
"Sabah","91029"
"Sabah","91030"
"Sabah","91031"
"Sabah","91032"
"Sabah","91033"
"Sabah","91034"
"Sabah","91035"
"Sabah","91100"
"Sabah","91109"
"Sabah","91110"
"Sabah","91111"
"Sabah","91112"
"Sabah","91113"
"Sabah","91114"
"Sabah","91115"
"Sabah","91116"
"Sabah","91117"
"Sabah","91118"
"Sabah","91119"
"Sabah","91120"
"Sabah","91121"
"Sabah","91122"
"Sabah","91123"
"Sabah","91124"
"Sabah","91125"
"Sabah","91126"
"Sabah","91127"
"Sabah","91200"
"Sabah","91207"
"Sabah","91209"
"Sabah","91300"
"Sabah","91307"
"Sabah","91308"
"Sabah","91309"
"Sarawak","93000"
"Sarawak","93010"
"Sarawak","93030"
"Sarawak","93050"
"Sarawak","93100"
"Sarawak","93150"
"Sarawak","93200"
"Sarawak","93250"
"Sarawak","93300"
"Sarawak","93350"
"Sarawak","93400"
"Sarawak","93450"
"Sarawak","93500"
"Sarawak","93502"
"Sarawak","93503"
"Sarawak","93504"
"Sarawak","93505"
"Sarawak","93506"
"Sarawak","93507"
"Sarawak","93508"
"Sarawak","93514"
"Sarawak","93516"
"Sarawak","93517"
"Sarawak","93518"
"Sarawak","93519"
"Sarawak","93520"
"Sarawak","93527"
"Sarawak","93529"
"Sarawak","93532"
"Sarawak","93540"
"Sarawak","93550"
"Sarawak","93551"
"Sarawak","93552"
"Sarawak","93554"
"Sarawak","93556"
"Sarawak","93558"
"Sarawak","93560"
"Sarawak","93564"
"Sarawak","93566"
"Sarawak","93570"
"Sarawak","93572"
"Sarawak","93576"
"Sarawak","93578"
"Sarawak","93582"
"Sarawak","93586"
"Sarawak","93590"
"Sarawak","93592"
"Sarawak","93594"
"Sarawak","93596"
"Sarawak","93600"
"Sarawak","93604"
"Sarawak","93606"
"Sarawak","93608"
"Sarawak","93609"
"Sarawak","93610"
"Sarawak","93612"
"Sarawak","93614"
"Sarawak","93618"
"Sarawak","93619"
"Sarawak","93620"
"Sarawak","93626"
"Sarawak","93628"
"Sarawak","93632"
"Sarawak","93634"
"Sarawak","93648"
"Sarawak","93658"
"Sarawak","93660"
"Sarawak","93661"
"Sarawak","93662"
"Sarawak","93668"
"Sarawak","93670"
"Sarawak","93672"
"Sarawak","93690"
"Sarawak","93700"
"Sarawak","93702"
"Sarawak","93704"
"Sarawak","93706"
"Sarawak","93708"
"Sarawak","93710"
"Sarawak","93712"
"Sarawak","93714"
"Sarawak","93716"
"Sarawak","93718"
"Sarawak","93720"
"Sarawak","93722"
"Sarawak","93724"
"Sarawak","93726"
"Sarawak","93728"
"Sarawak","93730"
"Sarawak","93732"
"Sarawak","93734"
"Sarawak","93736"
"Sarawak","93738"
"Sarawak","93740"
"Sarawak","93742"
"Sarawak","93744"
"Sarawak","93746"
"Sarawak","93748"
"Sarawak","93750"
"Sarawak","93752"
"Sarawak","93754"
"Sarawak","93756"
"Sarawak","93758"
"Sarawak","93760"
"Sarawak","93762"
"Sarawak","93764"
"Sarawak","93900"
"Sarawak","93902"
"Sarawak","93904"
"Sarawak","93906"
"Sarawak","93908"
"Sarawak","93910"
"Sarawak","93912"
"Sarawak","93914"
"Sarawak","93916"
"Sarawak","93990"
"Sarawak","94000"
"Sarawak","94007"
"Sarawak","94009"
"Sarawak","94200"
"Sarawak","94300"
"Sarawak","94500"
"Sarawak","94507"
"Sarawak","94509"
"Sarawak","94600"
"Sarawak","94650"
"Sarawak","94700"
"Sarawak","94707"
"Sarawak","94709"
"Sarawak","94750"
"Sarawak","94760"
"Sarawak","94800"
"Sarawak","94807"
"Sarawak","94809"
"Sarawak","94850"
"Sarawak","94900"
"Sarawak","94950"
"Sarawak","95000"
"Sarawak","95007"
"Sarawak","95008"
"Sarawak","95009"
"Sarawak","95300"
"Sarawak","95400"
"Sarawak","95407"
"Sarawak","95409"
"Sarawak","95500"
"Sarawak","95600"
"Sarawak","95700"
"Sarawak","95707"
"Sarawak","95709"
"Sarawak","95800"
"Sarawak","95900"
"Sarawak","96000"
"Sarawak","96007"
"Sarawak","96008"
"Sarawak","96009"
"Sarawak","96100"
"Sarawak","96107"
"Sarawak","96108"
"Sarawak","96109"
"Sarawak","96150"
"Sarawak","96200"
"Sarawak","96250"
"Sarawak","96300"
"Sarawak","96307"
"Sarawak","96309"
"Sarawak","96350"
"Sarawak","96400"
"Sarawak","96410"
"Sarawak","96500"
"Sarawak","96507"
"Sarawak","96508"
"Sarawak","96509"
"Sarawak","96510"
"Sarawak","96600"
"Sarawak","96700"
"Sarawak","96707"
"Sarawak","96709"
"Sarawak","96800"
"Sarawak","96807"
"Sarawak","96809"
"Sarawak","96850"
"Sarawak","96900"
"Sarawak","97000"
"Sarawak","97007"
"Sarawak","97008"
"Sarawak","97009"
"Sarawak","97010"
"Sarawak","97011"
"Sarawak","97012"
"Sarawak","97013"
"Sarawak","97014"
"Sarawak","97015"
"Sarawak","97100"
"Sarawak","97200"
"Sarawak","97300"
"Sarawak","98000"
"Sarawak","98007"
"Sarawak","98008"
"Sarawak","98009"
"Sarawak","98050"
"Sarawak","98057"
"Sarawak","98058"
"Sarawak","98059"
"Sarawak","98100"
"Sarawak","98107"
"Sarawak","98109"
"Sarawak","98150"
"Sarawak","98157"
"Sarawak","98159"
"Sarawak","98200"
"Sarawak","98300"
"Sarawak","98700"
"Sarawak","98707"
"Sarawak","98708"
"Sarawak","98709"
"Sarawak","98750"
"Sarawak","98800"
"Sarawak","98850"
"Sarawak","98857"
"Sarawak","98859"
"Selangor","40000"
"Selangor","40100"
"Selangor","40150"
"Selangor","40160"
"Selangor","40170"
"Selangor","40200"
"Selangor","40300"
"Selangor","40400"
"Selangor","40450"
"Selangor","40460"
"Selangor","40470"
"Selangor","40500"
"Selangor","40502"
"Selangor","40503"
"Selangor","40505"
"Selangor","40509"
"Selangor","40512"
"Selangor","40517"
"Selangor","40520"
"Selangor","40529"
"Selangor","40542"
"Selangor","40548"
"Selangor","40550"
"Selangor","40551"
"Selangor","40560"
"Selangor","40564"
"Selangor","40570"
"Selangor","40572"
"Selangor","40576"
"Selangor","40578"
"Selangor","40582"
"Selangor","40590"
"Selangor","40592"
"Selangor","40594"
"Selangor","40596"
"Selangor","40598"
"Selangor","40604"
"Selangor","40607"
"Selangor","40608"
"Selangor","40610"
"Selangor","40612"
"Selangor","40620"
"Selangor","40622"
"Selangor","40626"
"Selangor","40632"
"Selangor","40646"
"Selangor","40648"
"Selangor","40660"
"Selangor","40664"
"Selangor","40670"
"Selangor","40672"
"Selangor","40673"
"Selangor","40674"
"Selangor","40675"
"Selangor","40676"
"Selangor","40680"
"Selangor","40690"
"Selangor","40700"
"Selangor","40702"
"Selangor","40704"
"Selangor","40706"
"Selangor","40708"
"Selangor","40710"
"Selangor","40712"
"Selangor","40714"
"Selangor","40716"
"Selangor","40718"
"Selangor","40720"
"Selangor","40722"
"Selangor","40724"
"Selangor","40726"
"Selangor","40728"
"Selangor","40730"
"Selangor","40732"
"Selangor","40990"
"Selangor","41000"
"Selangor","41050"
"Selangor","41100"
"Selangor","41150"
"Selangor","41200"
"Selangor","41250"
"Selangor","41300"
"Selangor","41400"
"Selangor","41500"
"Selangor","41506"
"Selangor","41560"
"Selangor","41586"
"Selangor","41672"
"Selangor","41675"
"Selangor","41700"
"Selangor","41710"
"Selangor","41720"
"Selangor","41900"
"Selangor","41902"
"Selangor","41904"
"Selangor","41906"
"Selangor","41908"
"Selangor","41910"
"Selangor","41912"
"Selangor","41914"
"Selangor","41916"
"Selangor","41918"
"Selangor","41990"
"Selangor","42000"
"Selangor","42009"
"Selangor","42100"
"Selangor","42200"
"Selangor","42300"
"Selangor","42450"
"Selangor","42500"
"Selangor","42507"
"Selangor","42509"
"Selangor","42600"
"Selangor","42610"
"Selangor","42700"
"Selangor","42800"
"Selangor","42920"
"Selangor","42940"
"Selangor","42960"
"Selangor","43000"
"Selangor","43007"
"Selangor","43009"
"Selangor","43100"
"Selangor","43200"
"Selangor","43207"
"Selangor","43300"
"Selangor","43400"
"Selangor","43500"
"Selangor","43600"
"Selangor","43650"
"Selangor","43700"
"Selangor","43800"
"Selangor","43807"
"Selangor","43809"
"Selangor","43900"
"Selangor","43950"
"Selangor","44000"
"Selangor","44010"
"Selangor","44020"
"Selangor","44100"
"Selangor","44110"
"Selangor","44200"
"Selangor","44300"
"Selangor","45000"
"Selangor","45030"
"Selangor","45100"
"Selangor","45200"
"Selangor","45207"
"Selangor","45209"
"Selangor","45300"
"Selangor","45400"
"Selangor","45500"
"Selangor","45600"
"Selangor","45607"
"Selangor","45609"
"Selangor","45620"
"Selangor","45700"
"Selangor","45800"
"Selangor","46000"
"Selangor","46050"
"Selangor","46100"
"Selangor","46150"
"Selangor","46160"
"Selangor","46200"
"Selangor","46300"
"Selangor","46350"
"Selangor","46400"
"Selangor","46506"
"Selangor","46547"
"Selangor","46549"
"Selangor","46551"
"Selangor","46564"
"Selangor","46582"
"Selangor","46598"
"Selangor","46662"
"Selangor","46667"
"Selangor","46668"
"Selangor","46672"
"Selangor","46675"
"Selangor","46692"
"Selangor","46700"
"Selangor","46710"
"Selangor","46720"
"Selangor","46730"
"Selangor","46740"
"Selangor","46750"
"Selangor","46760"
"Selangor","46770"
"Selangor","46780"
"Selangor","46781"
"Selangor","46782"
"Selangor","46783"
"Selangor","46784"
"Selangor","46785"
"Selangor","46786"
"Selangor","46787"
"Selangor","46788"
"Selangor","46789"
"Selangor","46790"
"Selangor","46791"
"Selangor","46792"
"Selangor","46793"
"Selangor","46794"
"Selangor","46795"
"Selangor","46796"
"Selangor","46797"
"Selangor","46798"
"Selangor","46799"
"Selangor","46800"
"Selangor","46801"
"Selangor","46802"
"Selangor","46803"
"Selangor","46804"
"Selangor","46805"
"Selangor","46806"
"Selangor","46860"
"Selangor","46870"
"Selangor","46960"
"Selangor","46962"
"Selangor","46964"
"Selangor","46966"
"Selangor","46968"
"Selangor","46970"
"Selangor","46972"
"Selangor","46974"
"Selangor","46976"
"Selangor","46978"
"Selangor","47000"
"Selangor","47100"
"Selangor","47200"
"Selangor","47300"
"Selangor","47301"
"Selangor","47307"
"Selangor","47308"
"Selangor","47400"
"Selangor","47500"
"Selangor","47507"
"Selangor","47509"
"Selangor","47600"
"Selangor","47610"
"Selangor","47620"
"Selangor","47630"
"Selangor","47800"
"Selangor","47810"
"Selangor","47820"
"Selangor","47830"
"Selangor","48000"
"Selangor","48010"
"Selangor","48050"
"Selangor","48100"
"Selangor","48200"
"Selangor","63000"
"Selangor","64000"
"Selangor","68000"
"Selangor","68100"
"Terengganu","20000"
"Terengganu","20050"
"Terengganu","20080"
"Terengganu","20100"
"Terengganu","20200"
"Terengganu","20300"
"Terengganu","20400"
"Terengganu","20500"
"Terengganu","20502"
"Terengganu","20503"
"Terengganu","20504"
"Terengganu","20505"
"Terengganu","20506"
"Terengganu","20508"
"Terengganu","20512"
"Terengganu","20514"
"Terengganu","20516"
"Terengganu","20517"
"Terengganu","20518"
"Terengganu","20519"
"Terengganu","20520"
"Terengganu","20532"
"Terengganu","20534"
"Terengganu","20536"
"Terengganu","20538"
"Terengganu","20540"
"Terengganu","20542"
"Terengganu","20546"
"Terengganu","20548"
"Terengganu","20550"
"Terengganu","20551"
"Terengganu","20552"
"Terengganu","20554"
"Terengganu","20556"
"Terengganu","20560"
"Terengganu","20564"
"Terengganu","20566"
"Terengganu","20568"
"Terengganu","20570"
"Terengganu","20572"
"Terengganu","20576"
"Terengganu","20578"
"Terengganu","20582"
"Terengganu","20586"
"Terengganu","20590"
"Terengganu","20592"
"Terengganu","20594"
"Terengganu","20596"
"Terengganu","20598"
"Terengganu","20600"
"Terengganu","20604"
"Terengganu","20606"
"Terengganu","20608"
"Terengganu","20609"
"Terengganu","20610"
"Terengganu","20612"
"Terengganu","20614"
"Terengganu","20618"
"Terengganu","20620"
"Terengganu","20622"
"Terengganu","20626"
"Terengganu","20628"
"Terengganu","20630"
"Terengganu","20632"
"Terengganu","20646"
"Terengganu","20648"
"Terengganu","20656"
"Terengganu","20658"
"Terengganu","20660"
"Terengganu","20661"
"Terengganu","20662"
"Terengganu","20664"
"Terengganu","20668"
"Terengganu","20670"
"Terengganu","20672"
"Terengganu","20673"
"Terengganu","20674"
"Terengganu","20676"
"Terengganu","20680"
"Terengganu","20690"
"Terengganu","20700"
"Terengganu","20710"
"Terengganu","20720"
"Terengganu","20900"
"Terengganu","20902"
"Terengganu","20904"
"Terengganu","20906"
"Terengganu","20908"
"Terengganu","20910"
"Terengganu","20912"
"Terengganu","20914"
"Terengganu","20916"
"Terengganu","20918"
"Terengganu","20920"
"Terengganu","20922"
"Terengganu","20924"
"Terengganu","20926"
"Terengganu","20928"
"Terengganu","20930"
"Terengganu","20990"
"Terengganu","21000"
"Terengganu","21010"
"Terengganu","21020"
"Terengganu","21030"
"Terengganu","21040"
"Terengganu","21050"
"Terengganu","21060"
"Terengganu","21070"
"Terengganu","21080"
"Terengganu","21090"
"Terengganu","21100"
"Terengganu","21109"
"Terengganu","21159"
"Terengganu","21200"
"Terengganu","21209"
"Terengganu","21210"
"Terengganu","21220"
"Terengganu","21300"
"Terengganu","21309"
"Terengganu","21400"
"Terengganu","21450"
"Terengganu","21500"
"Terengganu","21600"
"Terengganu","21610"
"Terengganu","21700"
"Terengganu","21800"
"Terengganu","21810"
"Terengganu","21820"
"Terengganu","22000"
"Terengganu","22010"
"Terengganu","22020"
"Terengganu","22030"
"Terengganu","22040"
"Terengganu","22100"
"Terengganu","22107"
"Terengganu","22109"
"Terengganu","22110"
"Terengganu","22120"
"Terengganu","22200"
"Terengganu","22300"
"Terengganu","22307"
"Terengganu","22309"
"Terengganu","23000"
"Terengganu","23007"
"Terengganu","23009"
"Terengganu","23050"
"Terengganu","23100"
"Terengganu","23200"
"Terengganu","23300"
"Terengganu","23400"
"Terengganu","24000"
"Terengganu","24007"
"Terengganu","24009"
"Terengganu","24010"
"Terengganu","24020"
"Terengganu","24030"
"Terengganu","24040"
"Terengganu","24050"
"Terengganu","24100"
"Terengganu","24107"
"Terengganu","24109"
"Terengganu","24200"
"Terengganu","24207"
"Terengganu","24209"
"Terengganu","24210"
"Terengganu","24300"
"Terengganu","24520"
"Wilayah Persekutuan","50000"
"Wilayah Persekutuan","50050"
"Wilayah Persekutuan","50088"
"Wilayah Persekutuan","50100"
"Wilayah Persekutuan","50150"
"Wilayah Persekutuan","50200"
"Wilayah Persekutuan","50250"
"Wilayah Persekutuan","50300"
"Wilayah Persekutuan","50350"
"Wilayah Persekutuan","50400"
"Wilayah Persekutuan","50450"
"Wilayah Persekutuan","50460"
"Wilayah Persekutuan","50470"
"Wilayah Persekutuan","50480"
"Wilayah Persekutuan","50490"
"Wilayah Persekutuan","50500"
"Wilayah Persekutuan","50506"
"Wilayah Persekutuan","50507"
"Wilayah Persekutuan","50508"
"Wilayah Persekutuan","50515"
"Wilayah Persekutuan","50517"
"Wilayah Persekutuan","50522"
"Wilayah Persekutuan","50528"
"Wilayah Persekutuan","50530"
"Wilayah Persekutuan","50532"
"Wilayah Persekutuan","50534"
"Wilayah Persekutuan","50536"
"Wilayah Persekutuan","50538"
"Wilayah Persekutuan","50540"
"Wilayah Persekutuan","50542"
"Wilayah Persekutuan","50544"
"Wilayah Persekutuan","50548"
"Wilayah Persekutuan","50550"
"Wilayah Persekutuan","50551"
"Wilayah Persekutuan","50552"
"Wilayah Persekutuan","50554"
"Wilayah Persekutuan","50556"
"Wilayah Persekutuan","50558"
"Wilayah Persekutuan","50560"
"Wilayah Persekutuan","50562"
"Wilayah Persekutuan","50564"
"Wilayah Persekutuan","50566"
"Wilayah Persekutuan","50568"
"Wilayah Persekutuan","50570"
"Wilayah Persekutuan","50572"
"Wilayah Persekutuan","50574"
"Wilayah Persekutuan","50576"
"Wilayah Persekutuan","50578"
"Wilayah Persekutuan","50580"
"Wilayah Persekutuan","50584"
"Wilayah Persekutuan","50586"
"Wilayah Persekutuan","50588"
"Wilayah Persekutuan","50590"
"Wilayah Persekutuan","50592"
"Wilayah Persekutuan","50594"
"Wilayah Persekutuan","50596"
"Wilayah Persekutuan","50599"
"Wilayah Persekutuan","50600"
"Wilayah Persekutuan","50602"
"Wilayah Persekutuan","50603"
"Wilayah Persekutuan","50604"
"Wilayah Persekutuan","50605"
"Wilayah Persekutuan","50606"
"Wilayah Persekutuan","50608"
"Wilayah Persekutuan","50609"
"Wilayah Persekutuan","50610"
"Wilayah Persekutuan","50612"
"Wilayah Persekutuan","50614"
"Wilayah Persekutuan","50618"
"Wilayah Persekutuan","50621"
"Wilayah Persekutuan","50622"
"Wilayah Persekutuan","50624"
"Wilayah Persekutuan","50626"
"Wilayah Persekutuan","50628"
"Wilayah Persekutuan","50630"
"Wilayah Persekutuan","50632"
"Wilayah Persekutuan","50634"
"Wilayah Persekutuan","50636"
"Wilayah Persekutuan","50638"
"Wilayah Persekutuan","50640"
"Wilayah Persekutuan","50642"
"Wilayah Persekutuan","50644"
"Wilayah Persekutuan","50646"
"Wilayah Persekutuan","50648"
"Wilayah Persekutuan","50650"
"Wilayah Persekutuan","50652"
"Wilayah Persekutuan","50653"
"Wilayah Persekutuan","50654"
"Wilayah Persekutuan","50656"
"Wilayah Persekutuan","50658"
"Wilayah Persekutuan","50660"
"Wilayah Persekutuan","50661"
"Wilayah Persekutuan","50664"
"Wilayah Persekutuan","50666"
"Wilayah Persekutuan","50668"
"Wilayah Persekutuan","50670"
"Wilayah Persekutuan","50672"
"Wilayah Persekutuan","50673"
"Wilayah Persekutuan","50676"
"Wilayah Persekutuan","50678"
"Wilayah Persekutuan","50680"
"Wilayah Persekutuan","50682"
"Wilayah Persekutuan","50684"
"Wilayah Persekutuan","50686"
"Wilayah Persekutuan","50688"
"Wilayah Persekutuan","50692"
"Wilayah Persekutuan","50694"
"Wilayah Persekutuan","50700"
"Wilayah Persekutuan","50702"
"Wilayah Persekutuan","50704"
"Wilayah Persekutuan","50706"
"Wilayah Persekutuan","50708"
"Wilayah Persekutuan","50710"
"Wilayah Persekutuan","50712"
"Wilayah Persekutuan","50714"
"Wilayah Persekutuan","50716"
"Wilayah Persekutuan","50718"
"Wilayah Persekutuan","50720"
"Wilayah Persekutuan","50722"
"Wilayah Persekutuan","50724"
"Wilayah Persekutuan","50726"
"Wilayah Persekutuan","50728"
"Wilayah Persekutuan","50730"
"Wilayah Persekutuan","50732"
"Wilayah Persekutuan","50734"
"Wilayah Persekutuan","50736"
"Wilayah Persekutuan","50738"
"Wilayah Persekutuan","50740"
"Wilayah Persekutuan","50742"
"Wilayah Persekutuan","50744"
"Wilayah Persekutuan","50746"
"Wilayah Persekutuan","50748"
"Wilayah Persekutuan","50750"
"Wilayah Persekutuan","50752"
"Wilayah Persekutuan","50754"
"Wilayah Persekutuan","50758"
"Wilayah Persekutuan","50760"
"Wilayah Persekutuan","50762"
"Wilayah Persekutuan","50764"
"Wilayah Persekutuan","50766"
"Wilayah Persekutuan","50768"
"Wilayah Persekutuan","50770"
"Wilayah Persekutuan","50772"
"Wilayah Persekutuan","50774"
"Wilayah Persekutuan","50776"
"Wilayah Persekutuan","50778"
"Wilayah Persekutuan","50780"
"Wilayah Persekutuan","50782"
"Wilayah Persekutuan","50784"
"Wilayah Persekutuan","50786"
"Wilayah Persekutuan","50788"
"Wilayah Persekutuan","50790"
"Wilayah Persekutuan","50792"
"Wilayah Persekutuan","50794"
"Wilayah Persekutuan","50796"
"Wilayah Persekutuan","50798"
"Wilayah Persekutuan","50800"
"Wilayah Persekutuan","50802"
"Wilayah Persekutuan","50804"
"Wilayah Persekutuan","50806"
"Wilayah Persekutuan","50808"
"Wilayah Persekutuan","50810"
"Wilayah Persekutuan","50812"
"Wilayah Persekutuan","50814"
"Wilayah Persekutuan","50816"
"Wilayah Persekutuan","50818"
"Wilayah Persekutuan","50901"
"Wilayah Persekutuan","50902"
"Wilayah Persekutuan","50903"
"Wilayah Persekutuan","50904"
"Wilayah Persekutuan","50906"
"Wilayah Persekutuan","50907"
"Wilayah Persekutuan","50908"
"Wilayah Persekutuan","50909"
"Wilayah Persekutuan","50910"
"Wilayah Persekutuan","50911"
"Wilayah Persekutuan","50912"
"Wilayah Persekutuan","50913"
"Wilayah Persekutuan","50914"
"Wilayah Persekutuan","50915"
"Wilayah Persekutuan","50916"
"Wilayah Persekutuan","50917"
"Wilayah Persekutuan","50918"
"Wilayah Persekutuan","50919"
"Wilayah Persekutuan","50920"
"Wilayah Persekutuan","50921"
"Wilayah Persekutuan","50922"
"Wilayah Persekutuan","50923"
"Wilayah Persekutuan","50924"
"Wilayah Persekutuan","50925"
"Wilayah Persekutuan","50926"
"Wilayah Persekutuan","50927"
"Wilayah Persekutuan","50928"
"Wilayah Persekutuan","50929"
"Wilayah Persekutuan","50930"
"Wilayah Persekutuan","50931"
"Wilayah Persekutuan","50932"
"Wilayah Persekutuan","50933"
"Wilayah Persekutuan","50934"
"Wilayah Persekutuan","50935"
"Wilayah Persekutuan","50936"
"Wilayah Persekutuan","50937"
"Wilayah Persekutuan","50938"
"Wilayah Persekutuan","50939"
"Wilayah Persekutuan","50940"
"Wilayah Persekutuan","50941"
"Wilayah Persekutuan","50942"
"Wilayah Persekutuan","50943"
"Wilayah Persekutuan","50944"
"Wilayah Persekutuan","50945"
"Wilayah Persekutuan","50946"
"Wilayah Persekutuan","50947"
"Wilayah Persekutuan","50948"
"Wilayah Persekutuan","50949"
"Wilayah Persekutuan","50950"
"Wilayah Persekutuan","50988"
"Wilayah Persekutuan","50989"
"Wilayah Persekutuan","50990"
"Wilayah Persekutuan","51000"
"Wilayah Persekutuan","51100"
"Wilayah Persekutuan","51200"
"Wilayah Persekutuan","51700"
